,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
32953,8/17/2017 20:10,25.41,57.71,0.07,1.879,1.533,51571.49834,34715.10032,39778.30721
32954,8/17/2017 20:20,25.3,57.98,0.066,0.391,0.307,51239.0677,34745.51214,39411.15987
32955,8/17/2017 20:30,25.17,58.25,0.071,0.117,0.152,51111.20977,34388.17318,38863.44828
32956,8/17/2017 20:40,25.06,58.75,0.074,0.091,0.119,50893.85128,34163.88596,38400.0
32958,8/17/2017 21:00,24.55,60.55,0.072,0.069,0.096,4661783.44038,33662.09081,37701.81818
32960,8/17/2017 21:20,24.51,60.62,0.071,0.08,0.111,49500.19978,33114.67793,37148.08777
32961,8/17/2017 21:30,24.38,60.72,0.073,0.11,0.078,49225.30522,33023.44245,37009.65517
32962,8/17/2017 21:40,24.18,61.48,0.071,0.091,0.1,49046.30411,32791.55227,36528.15047
32963,8/17/2017 21:50,24.0,61.95,0.07,0.077,0.096,48554.05105,32403.80148,35902.19436
32964,8/17/2017 22:00,23.78,62.65,0.07,228.091,5.928,48004.26193,32160.50686,35372.53918
32968,8/17/2017 22:40,23.56,62.65,0.069,0.088,0.093,44769.45616,30658.92291,33879.87461
32969,8/17/2017 22:50,23.45,63.11,0.069,0.117,0.096,43963.95117,30259.76769,33253.9185
32970,8/17/2017 23:00,23.21,64.05,0.074,0.08,0.1,42921.90899,29834.00211,32892.78997
32971,8/17/2017 23:10,23.05,64.75,0.07,0.099,0.07,42257.04772,29412.03801,32603.88715
32972,8/17/2017 23:20,23.05,64.81,0.069,0.088,0.096,41604.97225,28841.81626,32074.23197
32973,8/17/2017 23:30,23.1,64.48,0.068,0.08,0.096,40575.71587,28450.26399,31291.78683
32975,8/17/2017 23:50,22.99,65.11,0.071,0.066,0.093,38971.09878,27515.10032,30334.79624
32976,8/18/2017 0:00,22.94,65.61,0.069,0.077,0.133,38216.73696,27020.90813,29684.76489
32977,8/18/2017 0:10,22.67,66.41,0.068,0.091,0.089,37519.91121,26625.55438,29293.54232
32978,8/18/2017 0:20,22.57,66.98,0.07,0.077,0.122,36708.01332,26291.02429,28414.79624
32979,8/18/2017 0:30,22.51,67.18,0.071,0.091,0.104,35768.25749,25606.75818,27794.85893
32980,8/18/2017 0:40,22.5,67.38,0.071,0.08,0.104,35192.89678,25085.95565,27174.92163
32981,8/18/2017 0:50,22.48,67.48,0.073,0.084,0.119,34643.10766,24671.59451,26657.30408
32982,8/18/2017 1:00,22.49,67.48,0.074,0.073,0.133,34080.53274,24032.94615,26121.63009
32983,8/18/2017 1:10,22.45,67.75,0.069,0.077,0.119,33441.24306,23679.40866,25525.76803
32984,8/18/2017 1:20,22.41,67.88,0.067,0.095,10.823,33217.49168,23215.6283,25098.4326
32985,8/18/2017 1:30,22.32,68.42,0.068,0.073,0.111,1660184.15091,22710.03168,24502.57053
32986,8/18/2017 1:40,22.28,68.62,0.073,0.08,0.085,32124.30633,22333.68532,23882.63323
32987,8/18/2017 1:50,22.17,69.42,0.069,0.048,0.133,31958.09101,21915.5227,23340.94044
32988,8/18/2017 2:00,21.99,70.3,0.071,0.084,0.148,31357.15871,21725.44879,22925.64263
32990,8/18/2017 2:20,21.96,70.6,0.071,0.099,0.085,30941.62042,21227.45512,22010.7837
32992,8/18/2017 2:40,21.85,71.2,0.072,0.073,0.163,30308.72364,20448.15206,21270.47022
32993,8/18/2017 2:50,21.75,71.8,0.069,0.08,0.133,30168.07991,20258.07814,21126.01881
32996,8/18/2017 3:20,21.56,72.7,0.074,0.091,0.126,29605.50499,20117.42344,20728.77743
32997,8/18/2017 3:30,21.47,73.1,0.068,0.077,0.137,29624.68368,19760.08448,20674.60815
32998,8/18/2017 3:40,21.38,73.5,0.067,0.062,0.133,29631.07658,20117.42344,20548.21317
32999,8/18/2017 3:50,21.29,73.9,0.065,0.084,0.096,29650.25527,20068.00422,20560.25078
33000,8/18/2017 4:00,21.23,74.1,0.067,0.084,0.089,30046.61487,20239.07075,20788.96552
33001,8/18/2017 4:10,21.15,74.5,0.069,0.091,0.115,30487.72475,20444.35058,20602.38245
33002,8/18/2017 4:20,21.1,74.6,0.074,0.102,0.107,30174.47281,19900.73918,20337.55486
33003,8/18/2017 4:30,21.12,74.5,0.07,0.102,0.089,29854.82797,19832.31257,20090.7837
33004,8/18/2017 4:40,21.02,75.0,0.074,0.077,0.093,29605.50499,19763.88596,19741.69279
33007,8/18/2017 5:10,20.99,75.0,0.072,0.077,0.133,27598.13541,17973.38965,18309.2163
33009,8/18/2017 5:30,20.84,75.7,0.071,0.08,0.111,25833.69589,16905.17423,16028.08777
33011,8/18/2017 5:50,20.8,75.9,0.067,0.077,0.133,25283.90677,16057.44456,15323.88715
33012,8/18/2017 6:00,20.72,76.3,0.069,0.099,0.093,25290.29967,16224.70961,15215.54859
33013,8/18/2017 6:10,20.61,76.9,0.075,0.11,0.107,25277.51387,16319.74657,15396.11285
33014,8/18/2017 6:20,20.61,76.9,0.071,0.278,0.241,25239.15649,16323.54805,15305.83072
33015,8/18/2017 6:30,20.64,76.8,0.071,1.44,1.222,25526.83685,16654.27666,15456.30094
33016,8/18/2017 6:40,20.72,76.6,940.073,5.088,3.978,26070.23307,16779.72545,15456.30094
33017,8/18/2017 6:50,20.79,76.3,0.071,12.09,9.42,26204.48391,17365.15312,15570.65831
33018,8/18/2017 7:00,20.9,76.2,0.068,21.37,16.25,26990.81021,17657.86695,15745.20376
33019,8/18/2017 7:10,20.96,75.6,0.068,40.78,31.68,27336.02664,18193.8754,16052.16301
33020,8/18/2017 7:20,20.89,75.6,0.066,73.9,47.25,27227.34739,18501.79514,16365.14107
33021,8/18/2017 7:30,20.87,75.7,0.07,101.6,40.38,27553.38513,19045.40655,16762.38245
33026,8/18/2017 8:20,21.31,75.1,0.074,255.4,53.83,31555.33851,21767.26505,19717.61755
33027,8/18/2017 8:30,723.42,74.2,0.068,278.7,58.9,32156.27081,22546.56811,20337.55486
33028,8/18/2017 8:40,21.6,73.8,0.072,206.3,72.3,32782.77469,22827.87751,21144.07524
33030,8/18/2017 9:00,21.83,72.7,0.074,211.7,122.1,34195.60488,24044.35058,22486.26959
33031,8/18/2017 9:10,21.93,72.0,0.07,257.0,129.1,35007.50277,24466.31468,22967.77429
33032,8/18/2017 9:20,22.41,71.9,0.071,378.5,119.7,35634.00666,25120.16895,23455.29781
33033,8/18/2017 9:30,22.97,70.6,0.067,471.4,101.6,36439.51165,25678.98627,23539.56113
33034,8/18/2017 9:40,23.95,69.52,0.071,507.9,81.8,36835.87125,26226.39916,23846.52038
33036,8/18/2017 10:00,24.79,66.69,0.068,553.8,84.2,38267.88013,26560.92925,24580.81505
33037,8/18/2017 10:10,24.95,67.09,0.066,575.8,91.5,38485.23862,26967.68743,25146.58307
33039,8/18/2017 10:30,25.36,68.46,0.064,628.0,92.8,39444.17314,27461.87962,25567.89969
33040,8/18/2017 10:40,25.49,68.29,814.067,588.6,101.3,39821.35405,28134.74129,25874.85893
33041,8/18/2017 10:50,25.63,68.49,0.067,686.6,899.2,40115.4273,27986.48363,26031.34796
33042,8/18/2017 11:00,25.5,69.79,0.063,678.8,92.2,40530.96559,28298.20486,26199.87461
33043,8/18/2017 11:10,25.61,69.39,0.065,710.0,86.7,40850.61043,28663.14678,26416.55172
33045,8/18/2017 11:30,25.51,70.5,0.066,744.0,81.0,41477.11432,29168.7434,26819.81191
33046,8/18/2017 11:40,25.62,70.4,0.064,757.0,81.3,41438.75694,29168.7434,27174.92163
33047,8/18/2017 11:50,25.65,70.4,0.064,770.0,79.2,41394.00666,29161.14044,27493.9185
33048,8/18/2017 12:00,25.83,69.49,0.067,782.0,79.7,40997.64706,28750.58078,27650.40752
33049,8/18/2017 12:10,25.74,69.29,0.065,791.0,77.7,40773.89567,28606.1246,27897.17868
33050,8/18/2017 12:20,26.13,68.79,0.066,799.0,75.9,40121.8202,28431.2566,27620.31348
33051,8/18/2017 12:30,26.13,67.46,0.065,806.0,75.2,39878.89012,28199.36642,27662.44514
33052,8/18/2017 12:40,26.07,68.12,0.066,809.0,73.6,39795.78246,27910.45407,27608.27586
33053,8/18/2017 12:50,26.07,68.09,0.066,813.0,72.6,39827.74695,27978.88068,27656.42633
33054,8/18/2017 13:00,26.22,67.96,0.068,818.0,71.1,39846.92564,27857.23337,27770.7837
33055,8/18/2017 13:10,26.29,66.66,0.066,820.0,69.93,40505.39401,28024.49842,27746.70846
33057,8/18/2017 13:30,25.96,67.99,0.065,820.0,69.55,40741.93119,28108.13094,27572.16301
33058,8/18/2017 13:40,26.08,67.99,0.064,817.0,69.77,40614.07325,28435.05808,27566.1442
33059,8/18/2017 13:50,26.34,67.19,0.066,811.0,67.89,40652.43063,28267.79303,27439.74922
33061,8/18/2017 14:10,26.54,67.49,0.065,799.0,64.56,40409.50055,28241.18268,27036.48903
33062,8/18/2017 14:20,26.6,66.36,0.068,36432.0,62.9,40422.28635,28199.36642,26771.66144
33063,8/18/2017 14:30,26.87,65.62,0.063,781.0,61.07,40249.67814,28039.70433,26585.07837
33064,8/18/2017 14:40,26.87,64.69,0.064,769.0,60.51,40147.39179,27982.68215,26350.34483
33065,8/18/2017 14:50,26.96,64.15,0.062,755.0,60.16,40281.64262,27861.03485,26308.21317
33066,8/18/2017 15:00,27.03,63.85,0.065,740.0,59.36,39834.13984,27651.95354,26049.40439
33067,8/18/2017 15:10,26.8,64.22,0.062,725.0,58.43,40236.89234,27545.51214,26109.59248
33068,8/18/2017 15:20,27.09,62.72,0.064,707.0,57.93,39936.42619,27412.4604,26157.74295
33070,8/18/2017 15:40,27.01,64.15,0.062,669.6,56.73,39373.85128,27184.3717,26193.8558
33071,8/18/2017 15:50,27.02,63.45,0.061,62313.600000000006,55.34,39098.95671,26933.47413,26103.57367
33072,8/18/2017 16:00,27.26,61.29,0.064,626.0,53.95,39252.38624,26865.04752,1686036.86528
33073,8/18/2017 16:10,27.46,58.55,0.061,604.8,52.33,39041.42064,26971.48891,26338.30721
33074,8/18/2017 16:20,27.77,54.75,0.064,581.6,51.1,38561.95339,26903.0623,26181.81818
33075,8/18/2017 16:30,28.12,52.18,0.064,557.8,50.11,38613.09656,26808.02534,26175.79937
33077,8/18/2017 16:50,28.02,51.72,0.065,504.2,48.23,38146.41509,26484.89968,26061.44201
33079,8/18/2017 17:10,28.25,52.62,0.063,446.7,47.74,37884.30633,26184.58289,26332.2884
33080,8/18/2017 17:20,27.99,53.72,0.065,417.9,51.0,37615.80466,25694.19219,26518.87147
33081,8/18/2017 17:30,27.57,54.98,0.067,317.8,76.0,37615.80466,25519.32418,26892.03762
33083,8/18/2017 17:50,27.44,55.72,0.059,323.0,318.1,37999.37847,25462.30201,27403.63636
33084,8/18/2017 18:00,27.51,55.32,0.064,290.5,309.4,38408.94895,25238.01478,27921.25392
33085,8/18/2017 18:10,27.56,54.95,0.064,259.7,279.0,37986.59267,25473.70644,28468.96552
33086,8/18/2017 18:20,27.36,56.72,0.066,229.5,247.8,38248.70144,25804.43506,29173.16614
33090,8/18/2017 19:00,26.91,58.32,814.065,115.9,127.5,41867.08102,29047.09609,34957.24138
33092,8/18/2017 19:20,26.67,59.12,0.065,68.93,75.4,48483.72919,32662.30201,39694.04389
33093,8/18/2017 19:30,26.46,60.62,0.069,47.12,50.85,49570.52164,33472.0169,40295.92476
33095,8/18/2017 19:50,26.13,61.65,0.065,11.35,9.54,50395.20533,33639.28194,40602.88401
33097,8/18/2017 20:10,25.95,64.65,0.069,1.634,1.315,50152.27525,33293.34741,39928.77743
33098,8/18/2017 20:20,25.58,67.11,0.066,0.351,0.256,50216.20422,33160.29567,39982.94671
33099,8/18/2017 20:30,25.31,67.52,0.063,0.102,0.137,49851.8091,32723.12566,39663.94984
33101,8/18/2017 20:50,25.3,67.91,0.067,0.08,0.078,49391.52053,32552.05913,39062.06897
33102,8/18/2017 21:00,25.1,69.95,0.067,0.099,0.067,49027.12542,32400.0,38682.88401
33105,8/18/2017 21:30,24.52,77.4,0.064,0.106,0.081,48522.08657,32285.95565,37081.88088
33106,8/18/2017 21:40,24.41,78.4,0.065,0.088,0.1,47953.11876,31970.43295,36648.52665
33107,8/18/2017 21:50,24.26,78.6,0.066,0.088,0.104,47352.18646,31867.79303,36269.34169
33109,8/18/2017 22:10,24.18,78.8,0.066,0.066,0.096,46501.93119,31012.4604,35270.21944
33110,8/18/2017 22:20,24.17,78.8,0.065,0.091,0.085,45900.99889,30731.151,34800.75235
33111,8/18/2017 22:30,24.08,78.6,0.065,0.088,0.089,45287.2808,30533.47413,34241.00313
33113,8/18/2017 22:50,24.02,77.4,0.065,0.088,0.107,43868.05771,30016.47307,33265.95611
33114,8/18/2017 23:00,24.03,76.4,0.062,0.044,0.133,43036.98113,29514.67793,32609.90596
33115,8/18/2017 23:10,23.97,75.7,0.063,0.066,0.167,42269.83352,28883.63252,32321.00313
33116,8/18/2017 23:20,23.98,74.6,0.064,0.08,0.13,41067.96892,28545.30095,31977.93103
33117,8/18/2017 23:30,24.01,74.1,0.063,0.084,0.1,40198.53496,27853.43189,31532.53918
33118,8/18/2017 23:40,23.97,73.7,0.061,0.106,0.1,39271.56493,27416.26188,31117.24138
33119,8/18/2017 23:50,23.95,73.0,0.064,0.073,0.133,38728.1687,26659.76769,30701.94357
33120,8/19/2017 0:00,24.01,72.4,0.062,0.088,0.107,38140.0222,26180.78141,30226.45768
33121,8/19/2017 0:10,24.0,72.1,0.061,0.088,0.1,37564.66149,25747.41288,29889.40439
33122,8/19/2017 0:20,23.97,72.2,0.064,0.088,0.1,36765.54939,25230.41183,29444.01254
33123,8/19/2017 0:30,23.95,72.4,0.064,0.091,0.115,36049.54495,24892.08025,28769.90596
33125,8/19/2017 0:50,23.96,76.5,0.064,0.073,0.126,34707.03663,22729.03907,27524.01254
33126,8/19/2017 1:00,23.84,78.4,0.063,0.095,0.13,34560.0,21649.41922,26922.13166
33127,8/19/2017 1:10,23.78,79.5,0.062,0.08,0.104,33703.35183,22356.49419,26422.57053
33128,8/19/2017 1:20,23.62,80.3,0.065,0.08,0.17,32814.73918,22394.50898,25808.65204
33130,8/19/2017 1:40,23.29,80.1,0.064,0.102,0.119,31766.30411,21866.10348,24514.60815
33131,8/19/2017 1:50,23.37,79.0,0.066,0.095,0.107,31619.26748,21390.91869,23629.84326
33133,8/19/2017 2:10,23.5,77.0,0.065,0.08,0.163,30852.11987,20501.37276,22745.07837
33134,8/19/2017 2:20,23.45,76.2,0.064,0.099,0.093,30737.04772,19885.53326,22462.19436
33135,8/19/2017 2:30,23.43,74.2,0.064,0.058,0.093,30532.47503,19691.65787,22155.23511
33136,8/19/2017 2:40,23.77,71.8,0.063,0.066,0.115,30263.97336,19501.58395,21980.68966
33138,8/19/2017 3:00,23.57,72.0,0.06,0.084,0.133,30219.22309,19182.25977,21228.33856
33140,8/19/2017 3:20,23.6,71.8,0.063,0.077,0.107,30283.15205,19045.40655,20999.62382
33141,8/19/2017 3:30,23.61,71.9,0.063,0.088,0.13,30327.90233,18916.15628,20891.28527
33142,8/19/2017 3:40,23.63,72.0,0.063,0.11,0.078,30110.54384,18847.72967,20698.68339
33144,8/19/2017 4:00,23.62,74.0,0.064,0.069,0.089,30468.54606,18809.71489,21065.83072
33145,8/19/2017 4:10,23.51,75.0,0.065,0.08,0.104,30864.90566,19030.20063,20776.9279
33146,8/19/2017 4:20,23.44,76.5,0.065,774.062,0.133,30647.54717,18836.32524,20572.2884
33148,8/19/2017 4:40,23.29,78.4,0.065,0.062,0.156,30021.04329,18448.57445,19777.80564
33150,8/19/2017 5:00,23.13,79.4,0.062,0.088,0.148,28748.85683,17631.2566,18965.26646
33151,8/19/2017 5:10,23.14,80.1,0.064,0.121,0.089,27406.3485,16778.08553,17617.05329
33152,8/19/2017 5:20,23.16,80.3,0.064,0.069,0.144,26102.19756,16255.12144,17707.33542
33153,8/19/2017 5:30,23.14,80.5,0.067,0.088,0.122,25373.40733,15909.18691,16473.47962
33154,8/19/2017 5:40,23.09,80.9,0.064,0.099,0.144,24714.93896,14639.49314,15931.78683
33157,8/19/2017 6:10,22.99,81.7,0.064,0.102,0.119,24970.65483,14787.75079,15486.39498
33158,8/19/2017 6:20,22.96,81.9,0.065,0.194,0.211,25194.40622,15061.45723,15101.19122
33159,8/19/2017 6:30,22.99,82.4,0.065,1.056,0.863,25450.12209,14909.3981,15215.54859
33160,8/19/2017 6:40,23.03,82.8,0.065,3.407,2.574,25782.55272,15122.28089,15444.26332
33161,8/19/2017 6:50,23.14,82.9,4.58,6.875,5.282,25814.5172,15491.02429,15654.92163
33162,8/19/2017 7:00,23.31,82.7,4.92,12.23,9.35,26185.30522,16160.08448,15907.7116
33163,8/19/2017 7:10,23.36,82.4,4.918,22.61,16.97,27035.56049,16802.53432,16497.55486
33167,8/19/2017 7:50,23.52,81.2,4.919,46.48,33.96,28723.28524,18437.17001,18098.55799
33168,8/19/2017 8:00,23.68,80.7,4.916,56.67,42.28,29081.28746,18680.46463,18911.09718
33169,8/19/2017 8:10,23.72,80.6,4.919,76.8,56.78,30302.33074,19315.31151,19627.33542
33170,8/19/2017 8:20,23.79,80.5,4.917,89.1,68.49,31107.83574,19931.151,20295.4232
33171,8/19/2017 8:30,24.06,79.2,4.92,91.2,69.76,31740.73252,20467.15945,20704.70219
33172,8/19/2017 8:40,24.18,79.5,4.926,92.6,72.3,32603.77358,21170.43295,21535.29781
33173,8/19/2017 8:50,24.25,79.6,4.923,96.5,73.0,32974.5616,21459.3453,21962.63323
33174,8/19/2017 9:00,24.38,79.4,4.925,104.8,82.0,33466.81465,21736.85322,22456.17555
33176,8/19/2017 9:20,24.63,79.2,152.582,170.5,128.2,35045.86016,22542.76663,23419.18495
33177,8/19/2017 9:30,24.79,79.0,4.922,227.9,169.8,35506.14872,23006.54699,23738.18182
33178,8/19/2017 9:40,24.98,78.7,4.923,394.8,179.5,36445.90455,23930.30623,24177.55486
33179,8/19/2017 9:50,25.31,78.7,4.922,447.5,139.3,36586.54828,24299.04963,24334.04389
33180,8/19/2017 10:00,25.61,78.2,4.922,544.2,120.7,37161.90899,24496.7265,24755.3605
33181,8/19/2017 10:10,25.57,78.2,4.923,397.0,154.2,37641.37625,24603.1679,24845.64263
33183,8/19/2017 10:30,26.07,76.8,4.919,631.9,109.5,38549.16759,25211.40444,25188.71473
33184,8/19/2017 10:40,26.08,76.4,4.921,613.9,97.2,39201.24306,25580.14784,25369.279
33185,8/19/2017 10:50,26.36,76.3,4.92,671.6,90.5,39616.78135,25952.69271,25549.84326
33186,8/19/2017 11:00,26.68,73.7,4.924,692.3,92.8,39840.53274,25929.88384,25712.3511
33187,8/19/2017 11:10,26.87,71.7,4.925,713.0,95.5,39930.0333,25865.25871,25923.0094
33188,8/19/2017 11:20,26.96,71.5,4.924,734.0,88.3,40383.92897,26002.11193,26121.63009
33189,8/19/2017 11:30,27.2,70.6,4.924,746.0,83.6,40761.10988,26253.0095,26217.93103
33191,8/19/2017 11:50,27.29,68.06,4.925,770.0,83.6,40729.14539,26587.5396,26356.36364
33193,8/19/2017 12:10,27.46,67.06,4.929,794.0,79.4,41106.3263,26477.29673,1481048.27585
33195,8/19/2017 12:30,27.64,66.96,4.926,808.0,76.7,41381.22087,26557.12777,27078.62069
33196,8/19/2017 12:40,27.8,65.82,4.92,815.0,75.9,41176.64817,26720.59134,27265.20376
33201,8/19/2017 13:30,27.55,66.29,4.924,823.0,77.6,40914.5394,27009.5037,27385.57994
33202,8/19/2017 13:40,27.6,68.69,4.921,821.0,82.2,40767.50277,26800.42239,27433.73041
33203,8/19/2017 13:50,27.76,68.32,4.921,823.0,91.3,40709.9667,26731.99578,26452.66458
33204,8/19/2017 14:00,27.64,67.86,4.921,818.0,94.4,40530.96559,26842.23865,26386.45768
33205,8/19/2017 14:10,27.59,68.26,4.92,813.0,101.9,40511.7869,26568.53221,26982.31975
33206,8/19/2017 14:20,27.61,67.46,4.923,823.0,122.7,40633.25194,26503.90707,27162.88401
33207,8/19/2017 14:30,27.81,67.56,4.92,803.0,120.2,40460.64373,26462.09081,26904.07524
33209,8/19/2017 14:50,27.79,70.4,4.923,761.0,159.3,39731.8535,26074.34002,26982.31975
33210,8/19/2017 15:00,27.77,71.5,4.921,765.0,132.2,39623.17425,26005.91341,26837.86834
33211,8/19/2017 15:10,27.56,72.9,4.921,745.0,134.3,39827.74695,25663.78036,26807.77429
33212,8/19/2017 15:20,27.64,73.4,4.918,741.0,137.9,39674.31743,25249.41922,26657.30408
33213,8/19/2017 15:30,27.81,72.3,4.927,723.0,143.4,39297.13651,25272.22809,26651.28527
33215,8/19/2017 15:50,27.71,72.3,4.921,649.9,167.4,39514.49501,25120.16895,26627.21003
33216,8/19/2017 16:00,27.39,73.4,4.924,407.0,152.9,39277.95782,25135.37487,26861.94357
33217,8/19/2017 16:10,27.03,74.3,4.917,497.0,176.9,38856.02664,25154.38226,27168.90282
33218,8/19/2017 16:20,27.24,74.3,4.922,544.7,142.2,38472.45283,24937.69799,26681.37931
33219,8/19/2017 16:30,27.4,73.6,4.92,544.7,110.6,38600.31077,25063.14678,27000.37618
33220,8/19/2017 16:40,27.31,73.6,4.92,495.6,106.2,38478.84573,25135.37487,27102.69592
33221,8/19/2017 16:50,27.32,73.9,4.917,465.8,95.6,38344.59489,24983.31573,27241.12853
33222,8/19/2017 17:00,27.16,74.3,4.921,455.4,95.3,38140.0222,25006.1246,27499.9373
33227,8/19/2017 17:50,26.42,79.4,4.918,251.6,212.3,37922.66371,24770.43295,28186.0815
33228,8/19/2017 18:00,492.41,79.5,4.924,281.7,248.8,37980.19978,24694.40338,28715.73668
33230,8/19/2017 18:20,26.23,80.7,4.918,169.6,143.6,38018.55716,25291.23548,29498.18182
33232,8/19/2017 18:40,25.97,82.1,4.922,86.4,72.2,39207.63596,26431.67899,31207.52351
33233,8/19/2017 18:50,25.87,82.5,4.923,108.7,95.1,40025.92675,27218.58501,32838.62069
33234,8/19/2017 19:00,25.77,83.2,4.92,124.5,107.5,42020.51054,28780.99261,35619.31034
33235,8/19/2017 19:10,25.71,83.6,4.921,86.1,66.49,45785.92675,31111.29884,38008.77743
33236,8/19/2017 19:20,25.59,84.3,4.924,49.86,38.99,48605.19423,32734.5301,39483.38558
33237,8/19/2017 19:30,25.48,85.1,4.922,35.62,28.42,49423.48502,33483.42133,40127.39812
33238,8/19/2017 19:40,25.43,85.5,4.923,19.69,15.72,50062.77469,33779.93664,40380.18809
33239,8/19/2017 19:50,25.36,85.7,4.918,9.69,7.92,50356.84795,33814.14995,40326.01881
33240,8/19/2017 20:00,25.31,85.9,4.92,4.489,3.926,50024.41731,33779.93664,40271.84953
33241,8/19/2017 20:10,25.32,85.9,4.922,2.146,1.807,49532.16426,33707.70855,40223.69906
33242,8/19/2017 20:20,25.36,85.9,4.923,0.216,0.219,45747.56937,33947.20169,40181.5674
33243,8/19/2017 20:30,25.37,85.8,4.923,0.084,0.107,47895.58269,33555.64942,39621.81818
33244,8/19/2017 20:40,25.36,85.8,4.929,0.095,0.126,49512.98557,33110.87645,39296.80251
33245,8/19/2017 20:50,25.34,85.9,4.924,0.077,0.104,49314.80577,33110.87645,39176.42633
33246,8/19/2017 21:00,25.33,86.3,4.919,0.051,0.144,48617.98002,33034.84688,38761.12853
33249,8/19/2017 21:30,25.12,87.8,4.922,0.084,0.122,47895.58269,32669.90496,37033.73041
33250,8/19/2017 21:40,25.08,88.1,4.922,0.077,0.141,47825.26082,32472.22809,36798.99687
33251,8/19/2017 21:50,25.06,88.3,4.922,0.11,0.137,47467.2586,32179.51426,36594.35737
33254,8/19/2017 22:20,142.94,88.5,4.92,0.091,0.1,45184.99445,31202.53432,35426.70846
33255,8/19/2017 22:30,24.85,88.8,4.923,0.084,0.096,44577.66926,31012.4604,34662.31975
33256,8/19/2017 22:40,24.81,88.9,4.923,0.066,0.126,43772.16426,30826.18796,34126.64577
33257,8/19/2017 22:50,24.82,88.9,4.923,0.095,0.122,43337.44728,30248.36325,33572.91536
33258,8/19/2017 23:00,24.8,815.9,4.916,0.095,0.141,42506.3707,30088.70116,33314.10658
33259,8/19/2017 23:10,24.8,88.9,4.917,0.066,0.152,41438.75694,29355.01584,32808.52665
33261,8/19/2017 23:30,24.79,88.9,4.922,0.073,0.122,39712.67481,28123.33685,31538.55799
33262,8/19/2017 23:40,24.85,88.8,4.925,0.044,0.174,3513210.03306,27515.10032,30978.80878
33263,8/19/2017 23:50,24.88,88.7,4.923,0.102,0.1,38037.73585,27009.5037,30328.77743
33264,8/20/2017 0:00,24.87,88.6,4.917,0.08,0.133,37558.26859,26291.02429,29811.15987
33266,8/20/2017 0:20,24.92,88.4,4.918,0.066,0.137,35634.00666,25667.58184,29046.77116
33267,8/20/2017 0:30,24.93,88.4,4.921,0.084,0.119,35033.07436,25139.17635,28769.90596
33268,8/20/2017 0:40,24.88,88.6,4.916,0.077,0.122,34713.42952,25085.95565,28396.73981
33269,8/20/2017 0:50,24.81,88.8,4.921,0.091,0.141,33939.88901,24671.59451,27680.50157
33270,8/20/2017 1:00,24.81,88.9,4.916,0.091,0.141,32974.5616,23911.29884,27150.84639
33271,8/20/2017 1:10,24.79,89.0,4.92,0.08,0.115,32686.88124,23546.35692,26741.5674
33272,8/20/2017 1:20,24.77,89.3,4.916,0.062,0.119,32271.34295,23124.39282,26001.25392
33273,8/20/2017 1:30,24.74,89.4,4.92,0.084,0.144,2646684.83945,22892.50264,25634.10658
33274,8/20/2017 1:40,24.77,89.6,4.917,0.084,0.148,31414.69478,22599.78881,25254.92163
33275,8/20/2017 1:50,24.76,89.7,4.923,0.084,0.159,30749.83352,22120.80253,24737.30408
33277,8/20/2017 2:10,24.65,90.1,4.915,0.088,0.152,1252093.58472,21485.95565,23918.74608
33278,8/20/2017 2:20,24.58,90.4,4.916,0.08,0.126,30187.2586,20999.36642,23671.97492
33279,8/20/2017 2:30,24.56,90.5,4.92,0.132,0.107,29963.50721,20942.34424,23401.12853
33280,8/20/2017 2:40,24.53,90.7,4.921,0.088,0.119,29682.21976,20721.8585,22937.68025
33281,8/20/2017 2:50,24.52,90.9,4.92,0.091,0.167,29535.18313,20516.57867,22408.02508
33282,8/20/2017 3:00,24.47,91.1,4.922,0.091,0.104,29068.50166,20174.44562,22191.34796
